date,portfolio,hs_var,fhs_var,hs_es,fhs_es
2024-08-23,0.006204065926220208,-0.016249978279370317,-0.021335338294858265,-0.018294532051915693,-0.021745934742917274
2024-08-26,0.00020600328165440744,-0.016249978279370317,-0.02121854080322779,-0.018294532051915693,-0.021626889495261425
2024-08-27,0.0010645915407794578,-0.016249978279370317,-0.020572737250416466,-0.018294532051915693,-0.0209686575177744
2024-08-28,-0.0076441594897960746,-0.016249978279370317,-0.019962492785370302,-0.018294532051915693,-0.020346668959134184
2024-08-29,0.007882150155800743,-0.016249978279370317,-0.0202115893864066,-0.018294532051915693,-0.020600559399302328
2024-08-30,-0.00047875992553080785,-0.016249978279370317,-0.020495364218681544,-0.018294532051915693,-0.020889795449795155
2024-09-02,-0.000265327433510315,-0.016249978279370317,-0.019874340286024486,-0.018294532051915693,-0.02025681997376979
2024-09-03,-0.004113744807204894,-0.016249978279370317,-0.019269948113577247,-0.018294532051915693,-0.019640796334513263
2024-09-04,-0.004295670028537497,-0.016249978279370317,-0.018943966624959528,-0.018294532051915693,-0.019308541364804706
2024-09-05,0.0007539558749090768,-0.016249978279370317,-0.018656159294618974,-0.018294532051915693,-0.019015195211224977
2024-09-09,-0.005318049566827356,-0.016249978279370317,-0.018096936121564055,-0.018294532051915693,-0.01844520984422894
2024-09-10,0.003994813676319506,-0.016249978279370317,-0.01800736290142373,-0.018294532051915693,-0.018353912796440674
2024-09-11,0.002466162645326928,-0.016249978279370317,-0.017722084469872876,-0.018294532051915693,-0.018063144210054505
2024-09-12,0.007771610571816941,-0.016249978279370317,-0.017284622899123823,-0.018294532051915693,-0.01761726373520234
2024-09-13,0.00525664783066721,-0.016249978279370317,-0.017773306576992574,-0.018294532051915693,-0.01811535208149417
2024-09-16,-0.0022850401403413543,-0.016249978279370317,-0.01769113004585514,-0.018294532051915693,-0.018031594071247638
2024-09-17,0.0011309006610949485,-0.016249978279370317,-0.017240309228728844,-0.018294532051915693,-0.017572097252660058
2024-09-19,0.016671844093574705,-0.016249978279370317,-0.016737291293820424,-0.018294532051915693,-0.017059398787987876
2024-09-20,0.0034462325686557887,-0.016249978279370317,-0.020607373840982938,-0.018294532051915693,-0.021003960686056346
2024-09-23,0.0005768648424119356,-0.016249978279370317,-0.02015136971826443,-0.018294532051915693,-0.020539180809679713
2024-09-24,0.010345415500737462,-0.016249978279370317,-0.019542420427615007,-0.018294532051915693,-0.019918512350937747
2024-09-25,0.0020350084261492323,-0.016249978279370317,-0.020521100481563814,-0.018294532051915693,-0.020916027004478276
2024-09-26,0.01460921324536259,-0.016249978279370317,-0.01995626237324591,-0.018294532051915693,-0.02034031864335263
2024-09-27,0.004779061180272858,-0.016249978279370317,-0.022321319602268932,-0.018294532051915693,-0.02275089116181108
2024-09-30,0.00326628118295924,-0.016249978279370317,-0.021945475171574594,-0.018294532051915693,-0.022367813642701028
2024-10-02,0.010299025009748265,-0.016249978279370317,-0.021421955751833865,-0.018294532051915693,-0.021834219144174827
2024-10-03,0.002038525498943933,-0.016249978279370317,-0.022202117493217564,-0.018294532051915693,-0.022629395020112974
2024-10-04,0.003043129052167542,-0.016249978279370317,-0.02158170690062095,-0.018294532051915693,-0.02199704468781606
2024-10-07,0.0006313856698074776,-0.016249978279370317,-0.021052295963666395,-0.018294532051915693,-0.02145744529041748
2024-10-08,-0.01910326063180591,-0.016249978279370317,-0.020416625796776847,-0.018294532051915693,-0.02080954171484911
2024-10-09,-0.0033679444303140725,-0.017824561046333398,-0.024569351898394057,-0.018993481545510945,-0.025042186614261847
2024-10-10,0.005585335154272111,-0.017824561046333398,-0.0239586705773199,-0.018993481545510945,-0.024419752792343145
2024-10-14,0.002862512220602196,-0.017824561046333398,-0.02361534232596239,-0.018993481545510945,-0.02406981722318371
2024-10-15,-0.004863697114135419,-0.017824561046333398,-0.022999554108586215,-0.018993481545510945,-0.023442178223255273
2024-10-16,-0.0010180298081461973,-0.017824561046333398,-0.022604678405254135,-0.018993481545510945,-0.023039703176572168
2024-10-17,0.00041904716017542314,-0.017824561046333398,-0.021929768851148484,-0.018993481545510945,-0.022351805055711816
2024-10-18,0.013725115155896576,-0.017824561046333398,-0.021264096565574632,-0.018993481545510945,-0.02167332197369075
2024-10-21,-0.0034311101097163023,-0.017824561046333398,-0.02311656942582062,-0.018993481545510945,-0.023561445488546977
2024-10-22,0.0067453338725746255,-0.017824561046333398,-0.022564275828650247,-0.018993481545510945,-0.022998523056429163
2024-10-23,-0.0030566615712624514,-0.017824561046333398,-0.02247237781264595,-0.018993481545510945,-0.02290485647231343
2024-10-24,0.0024886644787596502,-0.017824561046333398,-0.0219118805413082,-0.018993481545510945,-0.02233357248714075
2024-10-25,0.0006267089711890254,-0.017824561046333398,-0.021328798402249553,-0.018993481545510945,-0.021739268990730493
2024-10-28,0.0007598486929789132,-0.017824561046333398,-0.020684548849918157,-0.018993481545510945,-0.02108262092030695
2024-10-29,0.00640235489377236,-0.017824561046333398,-0.02006276799216243,-0.018993481545510945,-0.020448873952235214
2024-10-30,-0.0011566796238261148,-0.017824561046333398,-0.02005383609092726,-0.018993481545510945,-0.020439770157455593
2024-10-31,-0.018085263867842837,-0.017824561046333398,-0.019462876058453548,-0.018993481545510945,-0.019837437158360723
2024-11-01,0.002706603288712995,-0.01835319838757651,-0.023365052750595906,-0.018993481545510945,-0.02381471085001391
2024-11-04,0.0004278670457534109,-0.01835319838757651,-0.02274691894962373,-0.018993481545510945,-0.023184681125968155
2024-11-05,0.007736064212858765,-0.01835319838757651,-0.02205636517526072,-0.018993481545510945,-0.022480837713398868
2024-11-06,-0.011988313859720805,-0.01835319838757651,-0.02218179464164303,-0.018993481545510945,-0.02260868105729588
2024-11-07,0.016465321663367623,-0.01835319838757651,-0.02336517880168798,-0.018993481545510945,-0.023814839326946623
2024-11-08,-0.004880228645730891,-0.01835319838757651,-0.02589475848155912,-0.018993481545510945,-0.0263931005143375
2024-11-11,-0.017115741593826492,-0.01835319838757651,-0.02537972559273335,-0.018993481545510945,-0.025868155869163516
2024-11-12,-0.004970174221390873,-0.01835319838757651,-0.027848221710482568,-0.018993481545510945,-0.028384157947398934
2024-11-13,-0.0008920157989562476,-0.01835319838757651,-0.02726408967434155,-0.018993481545510945,-0.027788784348742133
2024-11-14,0.0004227649458612072,-0.01835319838757651,-0.026442250412234834,-0.018993481545510945,-0.02695112887237001
2024-11-15,-0.005963522356361477,-0.01835319838757651,-0.025638736194609407,-0.018993481545510945,-0.02613215110412437
2024-11-18,0.006256137857283929,-0.01835319838757651,-0.02526948456071976,-0.018993481545510945,-0.025755793259533033
2024-11-19,0.004168568015239215,-0.01835319838757651,-0.024959011621325033,-0.018993481545510945,-0.02543934529952358
2024-11-20,0.003613034433726997,-0.01835319838757651,-0.024406177693756723,-0.018993481545510945,-0.024875872138403452
2024-11-21,0.0012591364734108588,-0.01835319838757651,-0.023822236874576134,-0.018993481545510945,-0.024280693436658327
2024-11-22,0.0009514413509206813,-0.01835319838757651,-0.023116428891883093,-0.018993481545510945,-0.023561302250047902
2024-11-25,-0.010338999863468935,-0.01835319838757651,-0.022423928532252366,-0.018993481545510945,-0.022855474790372438
2024-11-26,0.004139674894890877,-0.01835319838757651,-0.023123782775053437,-0.018993481545510945,-0.02356879765796313
2024-11-27,0.0035801533810371107,-0.01835319838757651,-0.02264009314389548,-0.018993481545510945,-0.02307579946831073
2024-11-28,-0.0034785615776838233,-0.01835319838757651,-0.02211920550924328,-0.018993481545510945,-0.022544887403313424
2024-11-29,0.003335918439061264,-0.01835319838757651,-0.021608501080302614,-0.018993481545510945,-0.022024354518801394
2024-12-02,0.0001409555851380603,-0.01835319838757651,-0.021103816849272913,-0.018993481545510945,-0.02150995769030601
2024-12-03,0.0034696110815037725,-0.01835319838757651,-0.020461191388736536,-0.018993481545510945,-0.020854964967161372
2024-12-04,0.0035339850184466564,-0.01835319838757651,-0.02001320203991868,-0.018993481545510945,-0.02039835410820617
2024-12-05,6.99569545950782e-05,-0.01835319838757651,-0.019589430263105563,-0.018993481545510945,-0.01996642688600276
2024-12-06,0.004564138979202364,-0.01835319838757651,-0.018992732084640487,-0.018993481545510945,-0.019358245310871783
2024-12-09,0.009554836857716598,-0.01835319838757651,-0.018739581616883046,-0.018993481545510945,-0.019100222987723577
2024-12-10,0.0021474337962029567,-0.01835319838757651,-0.019572770767537957,-0.018993481545510945,-0.019949446780111943
2024-12-11,0.005126392356491786,-0.01835319838757651,-0.018336474380345667,-0.018993481545510945,-0.019241580110265933
2024-12-12,-0.002263067189860521,-0.01835319838757651,-0.01817113309025345,-0.018993481545510945,-0.01906807741760795
2024-12-13,-0.007757924407858718,-0.01835319838757651,-0.017695586662966105,-0.018993481545510945,-0.018569057568590078
2024-12-16,0.0009586717944337665,-0.01835319838757651,-0.018075472334454282,-0.018993481545510945,-0.018967694756364676
2024-12-17,0.0014369919875129636,-0.01835319838757651,-0.017538920865019212,-0.018993481545510945,-0.018404658598580606
2024-12-18,-0.00867105479602752,-0.01835319838757651,-0.01703724641056674,-0.018993481545510945,-0.017878221018247934
2024-12-19,-0.002033387582214309,-0.01835319838757651,-0.017700251687509466,-0.018993481545510945,-0.018573952863160097
2024-12-20,0.01283995795670927,-0.01835319838757651,-0.017225714285045615,-0.018993481545510945,-0.018075991845385993
2024-12-23,-0.005403229713135014,-0.01835319838757651,-0.019173188558458506,-0.018993481545510945,-0.020119595292116287
2024-12-24,0.004766291252229932,-0.01835319838757651,-0.01900684042741553,-0.018993481545510945,-0.01994503605988529
2024-12-27,-0.005197510316020719,-0.01835319838757651,-0.018756475132263188,-0.018993481545510945,-0.019682312496806676
2024-12-30,-0.003677122391626586,-0.01835319838757651,-0.01858034913337045,-0.018993481545510945,-0.01949749275191462
2024-12-31,0.00012982162650810117,-0.01835319838757651,-0.01821508725176912,-0.018993481545510945,-0.019114201198136335
2025-01-02,-0.0010614964293971215,-0.01835319838757651,-0.017660439005195334,-0.018993481545510945,-0.018532174989166334
2025-01-03,-0.0015103868449670118,-0.01835319838757651,-0.01660258676508564,-0.018993481545510945,-0.017671641320202658
2025-01-06,-0.0003380063886327235,-0.01835319838757651,-0.016132531830674503,-0.018993481545510945,-0.017171319152384002
2025-01-07,-0.010305369967335732,-0.01835319838757651,-0.015642913221574736,-0.018993481545510945,-0.01665017358837448
2025-01-08,-0.0007497046923037229,-0.01835319838757651,-0.01684109525859864,-0.018993481545510945,-0.0179255075766373
2025-01-09,0.003303390785506665,-0.01835319838757651,-0.016336732638238042,-0.018993481545510945,-0.01738866862205503
2025-01-10,-0.0029270851364288793,-0.01835319838757651,-0.016011977764501847,-0.018993481545510945,-0.01704300250828278
2025-01-13,-0.008252035282336728,-0.01835319838757651,-0.015662852803294842,-0.018993481545510945,-0.016671397096567408
2025-01-14,0.0032757424201840606,-0.01835319838757651,-0.016278093638174618,-0.018993481545510945,-0.017326253807354267
2025-01-15,0.013281773759514852,-0.01835319838757651,-0.01595286393347905,-0.018993481545510945,-0.01698008228785696
2025-01-16,0.00013017130913171404,-0.01835319838757651,-0.018118037787638437,-0.018993481545510945,-0.01928467351137936
2025-01-17,0.00026744486683136074,-0.01835319838757651,-0.01756633280719836,-0.018993481545510945,-0.01869744378225009
2025-01-20,0.005760765760859944,-0.01835319838757651,-0.017032251403352603,-0.018993481545510945,-0.01812897242666589
2025-01-21,-0.002939997372977087,-0.01835319838757651,-0.017013003066824156,-0.018993481545510945,-0.01810848467352512
2025-01-22,0.00702220079640442,-0.01835319838757651,-0.016626439985765715,-0.018993481545510945,-0.017697030469866756
2025-01-23,-0.000734864063225728,-0.01835319838757651,-0.016874288799544043,-0.018993481545510945,-0.017960838477660997
2025-01-24,0.005057882124827091,-0.01835319838757651,-0.01636855821017373,-0.018993481545510945,-0.017422543469391504
2025-01-27,-0.003335028501274026,-0.01835319838757651,-0.01627164040187705,-0.018993481545510945,-0.017319385041732457
2025-01-28,0.012018904283780548,-0.01835319838757651,-0.01595287563459873,-0.018993481545510945,-0.0169800947424216
2025-02-03,-0.006475538301842663,-0.01835319838757651,-0.01766738357075054,-0.018993481545510945,-0.018805001289636948
2025-02-04,0.011555622848015503,-0.01835319838757651,-0.01773621569727991,-0.018993481545510945,-0.018878265574807974
2025-02-05,-0.00013554836040800128,-0.01835319838757651,-0.019055135910642087,-0.018993481545510945,-0.02028211217234637
2025-02-06,-0.0010907989467638475,-0.01835319838757651,-0.01847489069201216,-0.018993481545510945,-0.01966450447503537
2025-02-07,-0.0010495272027688082,-0.01835319838757651,-0.01792882742608516,-0.018993481545510945,-0.019083279735171734
2025-02-10,0.01045914434171158,-0.01835319838757651,-0.01739862803170706,-0.018993481545510945,-0.018518940354916722
2025-02-11,-0.0019999730111923872,-0.01835319838757651,-0.018432715049591483,-0.018993481545510945,-0.019619613107451934
2025-02-12,0.00879353445305698,-0.01835319838757651,-0.017927576347712686,-0.018993481545510945,-0.019081948098808397
2025-02-13,0.004743015142495741,-0.01835319838757651,-0.01847007918934173,-0.018993481545510945,-0.01965938315565267
2025-02-14,0.005726244069899543,-0.01835319838757651,-0.018221688771100863,-0.018993481545510945,-0.01939499866902806
2025-02-17,0.004161018050793325,-0.01835319838757651,-0.01812894179103572,-0.018993481545510945,-0.019296279632745716
2025-02-18,0.007542865714396302,-0.01835319838757651,-0.017823527611775827,-0.018993481545510945,-0.018971199577068196
2025-02-19,-0.0002729562980193919,-0.01835319838757651,-0.018092390279720677,-0.018993481545510945,-0.019257374538810046
2025-02-20,-0.002024805008898454,-0.01835319838757651,-0.01754229507946008,-0.018993481545510945,-0.0186718582449628
2025-02-21,0.00652713597102689,-0.01835319838757651,-0.017068612824538455,-0.018993481545510945,-0.018167675190408735
2025-02-24,-0.005538448383760572,-0.01835319838757651,-0.017186070439719998,-0.018993481545510945,-0.018292696000429712
2025-02-25,-0.008726723547033577,-0.01835319838757651,-0.017120805534611875,-0.018993481545510945,-0.01822322863307385
2025-02-26,0.006496303375806511,-0.01835319838757651,-0.017719298884282687,-0.018993481545510945,-0.018860259473963702
2025-02-27,-0.009025055610742365,-0.01835319838757651,-0.01778865337628781,-0.018993481545510945,-0.01893407976016373
2025-02-28,-0.0063306590089233766,-0.01835319838757651,-0.018400053712581712,-0.018993481545510945,-0.019584848679423845
2025-03-03,0.0030457792697046434,-0.01835319838757651,-0.01839774109376155,-0.018993481545510945,-0.019582387149128685
2025-03-04,0.0008712966604939728,-0.01835319838757651,-0.017968044678459843,-0.018993481545510945,-0.019125022219480665
2025-03-05,0.010815562704958603,-0.01835319838757651,-0.01743165998212397,-0.018993481545510945,-0.018554099260461605
2025-03-06,0.009630184784733913,-0.01835319838757651,-0.01856539150590441,-0.018993481545510945,-0.019760832712611788
2025-03-07,-0.006259945394618268,-0.01835319838757651,-0.01925625166279219,-0.018993481545510945,-0.020496177937285687
2025-03-10,-0.015653955330938177,-0.01835319838757651,-0.019192036612053164,-0.018993481545510945,-0.020427828025306606
2025-03-11,-0.001633276544691596,-0.01835319838757651,-0.02167761711382578,-0.018993481545510945,-0.023073457150533373
2025-03-12,0.002860679724427858,-0.01835319838757651,-0.02104923707229913,-0.018993481545510945,-0.022404615188509405
2025-03-13,-0.0004426842957377039,-0.01835319838757651,-0.02050894192409375,-0.018993481545510945,-0.02182952998032908
2025-03-14,0.010706705348613881,-0.01835319838757651,-0.019886644026999703,-0.018993481545510945,-0.021167161797144
2025-03-17,0.004853242181722512,-0.01835319838757651,-0.0207270382991242,-0.018993481545510945,-0.022061669764767942
2025-03-18,0.0076297990969390475,-0.01835319838757651,-0.020389265649897157,-0.018993481545510945,-0.021702147649969094
2025-03-19,0.0034127277444672287,-0.01835319838757651,-0.02049784673812828,-0.018993481545510945,-0.021817720365987833
2025-03-20,-0.007111831956965897,-0.01835319838757651,-0.020020753919919074,-0.018993481545510945,-0.021309907139101542
2025-03-21,-0.0026072406007375684,-0.01835319838757651,-0.020057657123858087,-0.018993481545510945,-0.02134918657144566
2025-03-24,0.0023164496376299583,-0.01835319838757651,-0.019534638746701617,-0.018993481545510945,-0.020792490600163624
2025-03-25,0.00021698472734985215,-0.01835319838757651,-0.01901090193886282,-0.018993481545510945,-0.020235029937842108
2025-03-26,-0.002595803449235511,-0.01835319838757651,-0.018432397927851184,-0.018993481545510945,-0.019619275565975498
2025-03-27,0.007047014862515419,-0.01835319838757651,-0.017965776851448033,-0.018993481545510945,-0.01912260836517615
2025-03-28,-0.003139950553255358,-0.01835319838757651,-0.018123703489899386,-0.018993481545510945,-0.01929070403298417
2025-03-31,-0.0016020762110477355,-0.01835319838757651,-0.017712619682168754,-0.018993481545510945,-0.018853150192396157
2025-04-01,0.005890383881896328,-0.01835319838757651,-0.017210699412405973,-0.018993481545510945,-0.01831891085342521
2025-04-02,0.002954620059532141,-0.01835319838757651,-0.017203153320278494,-0.018993481545510945,-0.018310878862065495
2025-04-03,-0.020873827265026013,-0.01835319838757651,-0.016810646952604355,-0.018993481545510945,-0.017893098678557016
2025-04-07,-0.06059381982216841,-0.01886186950112969,-0.023016716754784082,-0.01974788207677222,-0.025204894221428843
2025-04-08,0.00011155252108906513,-0.019186542459662104,-0.052629507934094474,-0.033578068473559715,-0.08165592568281736
2025-04-09,0.03570395295996285,-0.019186542459662104,-0.05102627491391467,-0.033578068473559715,-0.07916847175275255
2025-04-10,0.007291975071361688,-0.019186542459662104,-0.056737110197850646,-0.033578068473559715,-0.08802896769574793
2025-04-11,0.009126483185178405,-0.019186542459662104,-0.055300452890061406,-0.033578068473559715,-0.08579995992118507
2025-04-14,0.007477006522827517,-0.019186542459662104,-0.05408391691427647,-0.033578068473559715,-0.08391247559673415
2025-04-15,-0.00022148084435889544,-0.019186542459662104,-0.05275799866941845,-0.033578068473559715,-0.08185528209609952
2025-04-16,0.0004559834198694674,-0.019186542459662104,-0.05115106774256788,-0.033578068473559715,-0.07936209077641919
2025-04-17,-0.0005631309116368617,-0.019186542459662104,-0.0495940690519076,-0.033578068473559715,-0.07694637050154964
2025-04-22,0.00941823852658632,-0.019186542459662104,-0.04808522995264627,-0.033578068473559715,-0.07460537097119307
2025-04-23,0.001702455487203527,-0.019186542459662104,-0.04719270534485556,-0.033578068473559715,-0.07322059794357694
2025-04-24,0.011951160246165686,-0.019186542459662104,-0.045774193290322104,-0.033578068473559715,-0.07101974295838093
2025-04-25,-0.0008321438813788393,-0.019186542459662104,-0.045343329834525166,-0.033578068473559715,-0.07035124812141505
2025-04-28,0.006550931641072081,-0.019186542459662104,-0.043966756372433205,-0.033578068473559715,-0.06821546185378968
2025-04-29,-0.002643367048792213,-0.019186542459662104,-0.04293096871816161,-0.033578068473559715,-0.06660841282292482
2025-04-30,0.001023134270868274,-0.019186542459662104,-0.04167389551910947,-0.033578068473559715,-0.06465803403830453
2025-05-02,0.0126424251217064,-0.019186542459662104,-0.040412181338208716,-0.033578068473559715,-0.0627004546606367
2025-05-06,0.01573360435695586,-0.019186542459662104,-0.04039683048325597,-0.033578068473559715,-0.06267663744629452
2025-05-07,-0.004672292653793062,-0.019186542459662104,-0.04103453872149634,-0.033578068473559715,-0.06366605685288074
2025-05-08,-0.0036375130079237083,-0.019186542459662104,-0.03995018902019287,-0.033578068473559715,-0.06198366265807465
2025-05-09,0.007591241975780197,-0.019186542459662104,-0.03883639765862577,-0.033578068473559715,-0.06025558903139022
2025-05-12,0.00479384818848331,-0.019186542459662104,-0.03811367657679734,-0.033578068473559715,-0.059134270188335704
2025-05-13,0.0016582833329843553,-0.019186542459662104,-0.03579995176968013,-0.033578068473559715,-0.057624096616593165
2025-05-14,-0.0014249026813087972,-0.019186542459662104,-0.034731612915558666,-0.033578068473559715,-0.055904483647692634
2025-05-15,0.00256361196134258,-0.019186542459662104,-0.03369049916050479,-0.033578068473559715,-0.054228692574116416
2025-05-16,-0.006369123654243258,-0.019186542459662104,-0.032720681354690154,-0.033578068473559715,-0.05266766044473559
2025-05-19,0.006426027996248221,-0.019186542459662104,-0.03208144495352739,-0.033578068473559715,-0.051638736708233705
2025-05-20,0.004496152189919722,-0.019186542459662104,-0.03147523086137629,-0.033578068473559715,-0.05066296613621746
2025-05-21,-3.582401166249915e-05,-0.019186542459662104,-0.030702086986471217,-0.033578068473559715,-0.04941850308127588
2025-05-22,-0.0034785940861723893,-0.019186542459662104,-0.029766789856881123,-0.033578068473559715,-0.04791303590893271
2025-05-23,0.004023029238154733,-0.019186542459662104,-0.02897763994982091,-0.033578068473559715,-0.04664280932365764
2025-05-26,-0.0033470650027647326,-0.019186542459662104,-0.028256396150719103,-0.033578068473559715,-0.045481885347252726
2025-05-27,0.0015800978760913626,-0.019186542459662104,-0.027510345586452458,-0.033578068473559715,-0.04428103205916046
2025-05-28,-0.002228786784373449,-0.019186542459662104,-0.02669857953970204,-0.033578068473559715,-0.0429744022232054
2025-05-29,0.0075103512850498415,-0.019186542459662104,-0.02593914189416327,-0.033578068473559715,-0.04175200090427773
2025-05-30,-0.007911580536789234,-0.019186542459662104,-0.025771919985181083,-0.033578068473559715,-0.04148283821094244
2025-06-02,0.008614461616411922,-0.019186542459662104,-0.02568157960630503,-0.033578068473559715,-0.041337425089879455
2025-06-03,-0.0013393752156648257,-0.019186542459662104,-0.025723666224282175,-0.033578068473559715,-0.04140516829121624
2025-06-04,0.008045386550608847,-0.019186542459662104,-0.024960238605370687,-0.033578068473559715,-0.040176344656062936
2025-06-05,-0.00232075797896264,-0.019186542459662104,-0.024940663847683436,-0.033578068473559715,-0.040144836855843725
2025-06-06,-0.00042390574849329233,-0.019186542459662104,-0.024243424283089142,-0.033578068473559715,-0.039022550426700525
2025-06-09,0.004853758917546702,-0.019186542459662104,-0.023507021656147865,-0.033578068473559715,-0.03783722659172497
2025-06-10,-0.002327896296252737,-0.019186542459662104,-0.023079756055099987,-0.033578068473559715,-0.037149493981521245
2025-06-11,0.0012410926280428975,-0.019186542459662104,-0.022444652028035344,-0.033578068473559715,-0.03612722177141856
2025-06-12,0.004598779106003412,-0.019186542459662104,-0.021780793176792608,-0.033578068473559715,-0.03505866539933455
2025-06-13,0.0009229814327371057,-0.019186542459662104,-0.021397035288765708,-0.033578068473559715,-0.03444096340466956
2025-06-16,0.0002203628533726477,-0.019186542459662104,-0.020756739839159998,-0.033578068473559715,-0.03341033500917287
2025-06-17,-0.0008884313646694349,-0.019186542459662104,-0.02012508445909786,-0.033578068473559715,-0.03239361378889686
2025-06-18,-0.0002609810571449116,-0.019186542459662104,-0.019523365525987275,-0.033578068473559715,-0.031425078686931625
2025-06-19,-0.004990659685872544,-0.019186542459662104,-0.018929617004978843,-0.033578068473559715,-0.03046937287032418
2025-06-20,0.001610853448008329,-0.019186542459662104,-0.018730681282368666,-0.033578068473559715,-0.030149163184737694
2025-06-23,0.005694690930832418,-0.019186542459662104,-0.018200205850241263,-0.033578068473559715,-0.029295302605530787
2025-06-24,-0.0011889571276783124,-0.019186542459662104,-0.01815520370701091,-0.033578068473559715,-0.029222866534495184
2025-06-25,0.002882048290138226,-0.019186542459662104,-0.01762469217357733,-0.033578068473559715,-0.028368947846127444
2025-06-26,0.0019932408281504678,-0.019186542459662104,-0.01722392245534306,-0.033578068473559715,-0.027723863374698208
2025-06-27,-0.006853814158107113,-0.019186542459662104,-0.016765982427487842,-0.033578068473559715,-0.026986756783619403
2025-06-30,0.0017005316766272127,-0.019186542459662104,-0.017048504386007763,-0.033578068473559715,-0.027441508028503734
