date,0700.HK,0005.HK,0388.HK,AAPL,MSFT,TLT,USDJPY=X,GC=F,^HSI,^GSPC
vol60,0.21765387082379312,0.1854559628796146,0.2892789566961434,0.2697218158426158,0.23444145810152892,0.12466149116051801,0.11019805497620812,0.23777367784281817,0.17793983676733258,0.15333766538450558
