date,0700.HK,0005.HK,0388.HK,AAPL,MSFT,TLT,USDJPY=X,GC=F,^HSI,^GSPC
vol20,0.1574611194857179,0.13329376657522654,0.27386080045017314,0.18382028940561554,0.12526610368727417,0.11073468115618368,0.07495716543788385,0.1461342250164021,0.15820609400769733,0.09848121867796573
